"x1" "x2"
"1" 169.755476522883 27.490203435636
"2" 173.022111247771 36.2049013449093
"3" 166.905182933215 7.68402686357979
"4" 180.209622641602 4.28372879097162
"5" 161.373468573945 6.2979901609884
"6" 164.463524729859 5.5449184252189
"7" 171.656962768664 16.3861993654349
"8" 163.648443339469 21.7900269701168
"9" 168.093165484974 22.3501625480265
"10" 161.316531158161 61.3976731501277
"11" 164.602212209002 2.29447737769415
"12" 173.28609914827 42.344224093174
"13" 168.644492932317 1.66835168066355
"14" 149.698297395244 5.47941042961393
"15" 173.248133867218 13.0797785536955
"16" 168.128785924485 4.27309862479843
"17" 169.929584001154 6.99191821861193
"18" 164.634846560472 26.3176054487897
"19" 170.027628594492 10.9524936517388
"20" 143.338344564398 38.6455352563344
"21" 177.380191647883 25.1936178391789
"22" 177.621062776306 12.0292239255561
"23" 177.875792649399 40.6007575754022
"24" 177.50857687332 25.2246135237443
"25" 153.278788137519 11.1660851361605
"26" 159.589589596735 4.66751629288557
"27" 183.995345753636 4.26587840564204
"28" 165.155798795996 7.18640746028805
"29" 180.088172047501 11.6761302590689
"30" 154.875055707017 6.20067163050287
"31" 166.050489400567 0.738718578572874
"32" 149.570613700438 7.10317641011334
"33" 177.985188492244 16.7597940063713
"34" 160.755705722325 17.0600187905148
"35" 175.302279100109 3.5904658863486
"36" 164.293478902595 48.0781748017698
"37" 169.515753644785 9.66363096384818
"38" 159.704823616481 1.59087937227103
"39" 189.237449655342 5.77452518936472
"40" 166.436733771226 32.2522152450237
"41" 158.326455964613 8.3908689975446
"42" 171.1983565865 58.940964015191
"43" 175.82149155692 6.3128190033691
"44" 172.654206617536 20.6372262580933
"45" 186.433889975785 9.03381384313897
"46" 170.659704644713 7.43786451552792
"47" 158.898520843496 1.93624498549937
"48" 170.459833370029 31.0788009847089
"49" 163.352637284319 4.80513521955927
"50" 166.693409375943 1.31297474623954
"51" 168.125609619244 7.44882308521904
"52" 151.174911725686 7.18201929058828
"53" 162.786283331806 19.4355700233568
"54" 168.397690036996 8.34491728065827
"55" 178.506147570942 18.3881847826378
"56" 161.514451490588 55.6887271519618
"57" 174.717426611842 14.5521454741755
"58" 163.505487023063 6.00268813725921
"59" 180.222861298204 11.3749712146495
"60" 152.676559180352 3.68201247765954
"61" 151.810562053453 45.6464514941798
"62" 161.046368363843 1.46214113804418
"63" 165.887014139784 7.16587417381714
"64" 165.48166135002 5.69247935803672
"65" 168.080198950816 46.2474711165369
"66" 166.012470821276 0.770105510908293
"67" 162.57980846052 10.9586036862823
"68" 167.722553933864 15.5413947126782
"69" 178.641046650511 4.25952228924351
"70" 168.055047678008 8.5019561901876
"71" 172.318342641826 10.1638638690349
"72" 191.638617032837 16.4367952151966
"73" 169.076243252429 52.0066735160805
"74" 155.329880151174 24.125038228089
"75" 172.632104826934 5.12133351587006
"76" 164.624067640723 13.724924875812
"77" 156.2131469304 11.3880143917468
"78" 172.679469802853 8.53103903014929
"79" 146.085894158874 22.4548358171442
"80" 174.584893801198 4.08839482775758
"81" 174.63508301925 13.2841427359659
"82" 159.227379192067 0.606283000631059
"83" 158.960337914484 5.32541814553164
"84" 164.38384564676 31.8791912514737
"85" 184.775553243041 7.81052527559181
"86" 168.433324204531 10.5383819620834
"87" 165.110220229639 14.5192699724768
"88" 172.272031936237 8.55252558268741
"89" 169.586041345716 23.8383643988892
"90" 167.784870686101 11.6345363269546
"91" 176.069183631742 3.61254023381558
"92" 183.967542148951 4.43497478642761
"93" 164.924603697481 11.4727881079049
"94" 173.035699304751 10.6614510908347
"95" 166.987154734338 37.3107711641538
"96" 181.202970859198 3.01587552850251
"97" 168.952510739711 29.2530256132274
"98" 166.455357537461 35.3198198089548
"99" 176.164807782963 6.80760096362674
"100" 171.088021081087 12.4626264452389
