"x" "y"
"1" 0.414866884375096 1.89420610842434
"2" 1.01611469092812 0.754270720866576
"3" 1.44297027579302 1.83516136172635
"4" 2.04093533037603 3.69696738919632
"5" 4.17796459465859 2.71726123588387
"6" 0.182923097447724 4.48116460702706
"7" 1.46906819333901 0.832282167993215
"8" 2.7198149642396 1.38682089804199
"9" 0.986145861804612 2.47450261758507
"10" 1.30082159712837 1.21263190507734
"11" 0.164805048293293 1.89234843249925
"12" 0.865984132816494 2.6857669249323
"13" 12.4772881276213 1.11956927378963
"14" 0.404781765693609 3.23869147731471
"15" 0.28375753677922 2.45964881486327
"16" 2.46507288983983 4.41030458958362
"17" 1.59877023340669 0.835145612069019
"18" 0.454521743093519 1.61772384221428
"19" 1.03011231829559 1.49168789193563
"20" 2.10250222914702 0.791715820273371
"21" 2.41144997208797 1.88956162059084
"22" 1.0421746406694 3.17428279797567
"23" 0.592717798955148 1.48577023945371
"24" 1.86420274512285 0.860497231433947
"25" 0.273754747791621 5.42532082383444
"26" 2.65778553138925 1.20005738582596
"27" 0.601140670645266 4.60736683844748
"28" 1.13599333584913 1.48569074553496
"29" 0.493949001909606 8.09642015845426
"30" 0.397055263543262 1.82504231167739
"31" 0.927434642100752 1.10047221262075
"32" 2.47623133113492 0.892403955316809
"33" 1.38550463143087 1.28265982455966
"34" 1.40267108954403 0.914878350038933
"35" 2.13723082145224 1.44733044157185
"36" 0.655104959283668 0.987077008229831
"37" 3.35389600196833 1.30017608049899
"38" 0.805058333439688 1.37161050497779
"39" 0.172129507089209 0.735474379270603
"40" 1.09205209493401 1.57392434325595
"41" 3.6068185843425 1.08455936224044
"42" 0.577945405592813 1.03913215856953
"43" 0.543825934573162 1.58496871264478
"44" 0.683480395800239 5.70255815670579
"45" 0.570455061543169 3.42952155293841
"46" 3.63893519467953 2.59894457359684
"47" 20.241563716081 1.17623305919986
"48" 0.38734578143956 0.689102102914652
"49" 5.96970352795529 1.88679534126298
"50" 3.25690639978696 1.6177487058797
"51" 0.52047239927517 5.99467841384203
"52" 0.527310449893038 3.35002505421159
"53" 4.48413937666519 0.704978117736546
"54" 2.12897672948101 1.13608200996832
"55" 3.83441744472717 0.620361739602417
"56" 2.87306455580042 0.923454109282174
"57" 0.372462581680341 6.21656078373656
"58" 1.24073846587114 4.88905516332982
"59" 0.794623200181997 1.4643216394124
"60" 2.61233064434514 5.39359561980745
"61" 0.921966706710064 3.45427617866244
"62" 0.642791919435502 2.13788804160224
"63" 6.1037017313607 2.47505955035816
"64" 0.578074793926844 2.39099556032838
"65" 0.26717209539394 1.10985919653891
"66" 2.51760230044099 0.718003057110566
"67" 3.63891116645856 0.813272064569329
"68" 0.756771174328342 1.57524046195684
"69" 0.60270990499317 2.06648273157859
"70" 0.395216814782632 7.1295101015546
"71" 1.29816932641383 3.11836820006082
"72" 1.75473856306636 3.89225560689059
"73" 1.67287656172119 1.31817832710168
"74" 2.23658890938697 0.752036582709042
"75" 1.15861521097605 2.15980413870449
"76" 1.55054352405069 2.43545626432936
"77" 0.337628029932128 4.86363484823899
"78" 0.931587320916169 0.80820478668879
"79" 1.0286614241161 2.5972438413553
"80" 1.31434633889625 2.74212920735058
"81" 1.41526493078472 0.971022060284481
"82" 0.917442664942019 0.93051729996639
"83" 0.759003867953231 2.19325438883556
"84" 8.46248474800835 0.745008964216615
"85" 0.277233222377171 3.11714204158836
"86" 3.5677695391498 2.02169828468359
"87" 0.873416397535684 4.07960623379037
"88" 0.147652852265147 0.988018445886991
"89" 3.29398119326343 0.64986558556295
"90" 1.13097411016084 2.23250486811435
"91" 5.9998211438477 2.49136393136012
"92" 0.351192171624199 0.740833803726196
"93" 2.29521308399538 4.37260772751142
"94" 1.26535639366583 2.67877274996622
"95" 1.2838631307908 1.32302014808785
"96" 0.287794513169364 1.53649622587148
"97" 0.666672243031857 2.00802794806759
"98" 0.656077640299591 1.04484347404931
"99" 0.528361041960162 2.43114720149355
"100" 1.24725403451655 1.85225328953814
